alias_id,source_scope,raw_chain_name,chain_network_id,namespace_id,address_codec_id,address_type,asset_hint,token_standard_hint,status,evidence_ref,source_id,approved_by,approved_at,approval_notes
162,cex_por_workbook:Bitfinex,Polygon (,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Polygon%20(&rows=1,13,,,Requires manual mapping review
163,cex_por_workbook:Bitfinex,RADIX (XRD),92,95,110,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RADIX%20(XRD)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
164,cex_por_workbook:Bitfinex,RBTC,56,59,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RBTC&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
165,cex_por_workbook:Bitfinex,RBTC and RSK tokens (RIF),56,59,1,wallet_address,"RBTC,RIF",ERC-20,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RBTC%20and%20RSK%20tokens%20(RIF)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
166,cex_por_workbook:Bitfinex,Reef,93,96,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Reef&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
167,cex_por_workbook:Bitfinex,Ripple XRP,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Ripple%20XRP&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
168,cex_por_workbook:Bitfinex,Serum,8,10,20,wallet_address,SRM,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Serum&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
169,cex_por_workbook:Bitfinex,SMR,114,117,107,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=SMR&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
170,cex_por_workbook:Bitfinex,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Solana&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
171,cex_por_workbook:Bitfinex,Songbird,69,72,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Songbird&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
172,cex_por_workbook:Bitfinex,Stellar (XLM) and VELO,44,42,91,wallet_address,"XLM,VELO",Stellar asset,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Stellar%20(XLM)%20and%20VELO&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
173,cex_por_workbook:Bitfinex,Stepn (GMT),8,10,20,wallet_address,GMT,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Stepn%20(GMT)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
174,cex_por_workbook:Bitfinex,Telos,71,74,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Telos&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
175,cex_por_workbook:Bitfinex,Tether USDt (Algorand),45,43,92,wallet_address,USDT,Algorand ASA,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Algorand)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
176,cex_por_workbook:Bitfinex,Tether USDt (BCH-SLP),10,48,96,wallet_address,USDT,SLP,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(BCH-SLP)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
177,cex_por_workbook:Bitfinex,Tether USDt (Kusama),42,40,80,wallet_address,USDT,Substrate asset,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Kusama)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
178,cex_por_workbook:Bitfinex,Tether USDt (Near),39,37,60,wallet_address,USDT,NEP-141,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Near)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
179,cex_por_workbook:Bitfinex,Tether USDt (Omni Protocol),1,47,13,wallet_address,USDT,Omni,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Omni%20Protocol)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
180,cex_por_workbook:Bitfinex,Tether USDt (Polkadot),41,39,80,wallet_address,USDT,Substrate asset,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Polkadot)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
181,cex_por_workbook:Bitfinex,Tether USDt (Polygon),3,5,1,wallet_address,USDT,ERC-20,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Polygon)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
182,cex_por_workbook:Bitfinex,Tether USDt (Solana),8,10,20,wallet_address,USDT,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Solana)&rows=2,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
183,cex_por_workbook:Bitfinex,Tether USDt (Tezos),46,44,93,wallet_address,USDT,FA2,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tether%20USDt%20(Tezos)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
184,cex_por_workbook:Bitfinex,Tezos (XTZ),46,44,93,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tezos%20(XTZ)&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
185,cex_por_workbook:Bitfinex,Theta,94,97,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Theta&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
186,cex_por_workbook:Bitfinex,Tron TRX/TRC10/TRC20,9,11,21,wallet_address,,"TRC-10,TRC-20",approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Tron%20TRX%2FTRC10%2FTRC20&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
187,cex_por_workbook:Bitfinex,V-Systems,104,107,116,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=V-Systems&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
188,cex_por_workbook:Bitfinex,Vechain,95,98,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Vechain&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
189,cex_por_workbook:Bitfinex,VeChain,95,98,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=VeChain&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
190,cex_por_workbook:Bitfinex,Verge,105,108,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Verge&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
191,cex_por_workbook:Bitfinex,WAVES (WAVES),96,99,111,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=WAVES%20(WAVES)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
192,cex_por_workbook:Bitfinex,WAX,97,100,112,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=WAX&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
193,cex_por_workbook:Bitfinex,XEC,50,53,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=XEC&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
194,cex_por_workbook:Bitfinex,XinFin (XDC),74,77,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=XinFin%20(XDC)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
195,cex_por_workbook:Bitfinex,XLM,44,42,91,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=XLM&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
196,cex_por_workbook:Bitfinex,XNS,,,,wallet_address,,,pending_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=XNS&rows=1,13,,,Requires manual mapping review
197,cex_por_workbook:Bitfinex,YOYOW (YYW),,,,wallet_address,,,unsupported,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=YOYOW%20(YYW)&rows=1,13,catalog_review,2026-07-17,Recognized historical/unsupported source value
198,cex_por_workbook:Bitfinex,Zcash,13,51,99,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Zcash&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
199,cex_por_workbook:Bitfinex,Ziliqa (ZIL),98,101,113,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Ziliqa%20(ZIL)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
200,cex_por_workbook:Bitfinex,Zilliqa,98,101,113,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Zilliqa&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
201,cex_por_workbook:Firi,avalanche,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=avalanche&rows=2,13,,,Requires manual mapping review
202,cex_por_workbook:Firi,bitcoin,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=bitcoin&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
203,cex_por_workbook:Firi,bsc,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=bsc&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
204,cex_por_workbook:Firi,cardnano,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=cardnano&rows=2,13,,,Requires manual mapping review
205,cex_por_workbook:Firi,ethereum,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=ethereum&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
206,cex_por_workbook:Firi,litecoin,11,49,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=litecoin&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
207,cex_por_workbook:Firi,polkadot,41,39,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=polkadot&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
208,cex_por_workbook:Firi,polygon,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=polygon&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
209,cex_por_workbook:Firi,solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=solana&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
210,cex_por_workbook:Firi,stellar,44,42,91,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Firi&distinct_chain=stellar&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
211,cex_por_workbook:BitMEX,ada,40,38,71,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=ada&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
212,cex_por_workbook:BitMEX,avax,14,12,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=avax&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
213,cex_por_workbook:BitMEX,bch,10,48,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=bch&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
214,cex_por_workbook:BitMEX,bsc,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=bsc&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
215,cex_por_workbook:BitMEX,cosmos,32,30,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=cosmos&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
216,cex_por_workbook:BitMEX,doge,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=doge&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
217,cex_por_workbook:BitMEX,dot,41,39,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=dot&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
218,cex_por_workbook:BitMEX,eth,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=eth&rows=9,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
219,cex_por_workbook:BitMEX,ltc,11,49,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=ltc&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
220,cex_por_workbook:BitMEX,near,39,37,60,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=near&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
221,cex_por_workbook:BitMEX,sol,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=sol&rows=8,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
222,cex_por_workbook:BitMEX,tron,9,11,21,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=tron&rows=12,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
223,cex_por_workbook:BitMEX,xrp,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=xrp&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
224,cex_por_workbook:BitMEX,xtz,46,44,93,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=BitMEX&distinct_chain=xtz&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
225,cex_por_workbook:OKX_Staking_Wallets,Ethereum / ETH Staking,2,4,1,wallet_address,,Ethereum staking,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=OKX_Staking_Wallets&distinct_chain=Ethereum%20%2F%20ETH%20Staking&rows=12,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
226,cex_por_workbook:Huobi_HTX,Avalanche C-Chain,14,12,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=Avalanche%20C-Chain&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
227,cex_por_workbook:Huobi_HTX,Bitcoin,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=Bitcoin&rows=8,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
228,cex_por_workbook:Huobi_HTX,BNB Smart Chain / BEP20,7,9,1,wallet_address,,BEP-20,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=BNB%20Smart%20Chain%20%2F%20BEP20&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
229,cex_por_workbook:Huobi_HTX,Dogecoin,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=Dogecoin&rows=21,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
230,cex_por_workbook:Huobi_HTX,Ethereum / EVM,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=Ethereum%20%2F%20EVM&rows=10,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
231,cex_por_workbook:Huobi_HTX,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=Solana&rows=4,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
232,cex_por_workbook:Huobi_HTX,TRON / TRC20,9,11,21,wallet_address,,TRC-20,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=TRON%20%2F%20TRC20&rows=14,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
233,cex_por_workbook:Huobi_HTX,XRP Ledger,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Huobi_HTX&distinct_chain=XRP%20Ledger&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
234,cex_por_workbook:OKX_Staking_Validators,Ethereum / ETH Staking,2,132,125,validator_public_key,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=OKX_Staking_Validators&distinct_chain=Ethereum%20%2F%20ETH%20Staking&rows=10572,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
235,cex_por_workbook:Deribit,Bitcoin,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Deribit&distinct_chain=Bitcoin&rows=9,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
236,cex_por_workbook:Deribit,BNB Chain,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Deribit&distinct_chain=BNB%20Chain&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
237,cex_por_workbook:Deribit,Ethereum,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Deribit&distinct_chain=Ethereum&rows=13,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
238,cex_por_workbook:Deribit,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Deribit&distinct_chain=Solana&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
