alias_id,source_scope,raw_chain_name,chain_network_id,namespace_id,address_codec_id,address_type,asset_hint,token_standard_hint,status,evidence_ref,source_id,approved_by,approved_at,approval_notes
239,cex_por_workbook:Deribit,XRP Ledger,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Deribit&distinct_chain=XRP%20Ledger&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
240,cex_por_workbook:CoinEx_Wallets,Arbitrum,5,7,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Arbitrum&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
241,cex_por_workbook:CoinEx_Wallets,Avalanche C-Chain,14,12,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Avalanche%20C-Chain&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
242,cex_por_workbook:CoinEx_Wallets,Base,4,6,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Base&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
243,cex_por_workbook:CoinEx_Wallets,Bitcoin,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Bitcoin&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
244,cex_por_workbook:CoinEx_Wallets,BNB Chain,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=BNB%20Chain&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
245,cex_por_workbook:CoinEx_Wallets,CoinEx Smart Chain,60,63,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=CoinEx%20Smart%20Chain&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
246,cex_por_workbook:CoinEx_Wallets,Dogecoin,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Dogecoin&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
247,cex_por_workbook:CoinEx_Wallets,Ethereum,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Ethereum&rows=16,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
248,cex_por_workbook:CoinEx_Wallets,Plasma,77,80,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Plasma&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
249,cex_por_workbook:CoinEx_Wallets,Polkadot Asset Hub,84,87,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Polkadot%20Asset%20Hub&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
250,cex_por_workbook:CoinEx_Wallets,Polygon,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Polygon&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
251,cex_por_workbook:CoinEx_Wallets,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Solana&rows=8,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
252,cex_por_workbook:CoinEx_Wallets,Stellar,44,42,91,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=Stellar&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
253,cex_por_workbook:CoinEx_Wallets,TON,31,29,50,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=TON&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
254,cex_por_workbook:CoinEx_Wallets,TRON,9,11,21,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_Wallets&distinct_chain=TRON&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
255,cex_por_workbook:CoinEx_ETH_Staking,Ethereum / ETH Staking,2,132,125,validator_public_key,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_ETH_Staking&distinct_chain=Ethereum%20%2F%20ETH%20Staking&rows=311,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
256,cex_por_workbook:CoinEx_CET_Staking,CoinEx Smart Chain / CET Staking,60,63,1,staking_delegator_address,,CET staking,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=CoinEx_CET_Staking&distinct_chain=CoinEx%20Smart%20Chain%20%2F%20CET%20Staking&rows=353,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
257,cex_por_workbook:Binance_HotCold,ALGO,45,43,92,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=ALGO&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
258,cex_por_workbook:Binance_HotCold,APT,30,28,31,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=APT&rows=13,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
259,cex_por_workbook:Binance_HotCold,ARBITRUM,5,7,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=ARBITRUM&rows=22,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
260,cex_por_workbook:Binance_HotCold,AVAXC,14,12,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=AVAXC&rows=16,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
261,cex_por_workbook:Binance_HotCold,BASE,4,6,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=BASE&rows=14,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
262,cex_por_workbook:Binance_HotCold,BCH,10,48,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=BCH&rows=23,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
263,cex_por_workbook:Binance_HotCold,BSC,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=BSC&rows=30,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
264,cex_por_workbook:Binance_HotCold,BTC,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=BTC&rows=57,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
265,cex_por_workbook:Binance_HotCold,CELO,23,21,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=CELO&rows=5,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
266,cex_por_workbook:Binance_HotCold,CHR,108,111,118,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=CHR&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
267,cex_por_workbook:Binance_HotCold,CHZ2,109,112,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=CHZ2&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
268,cex_por_workbook:Binance_HotCold,DOGE,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=DOGE&rows=37,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
269,cex_por_workbook:Binance_HotCold,DOT,41,39,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=DOT&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
270,cex_por_workbook:Binance_HotCold,ENJ,110,113,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=ENJ&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
271,cex_por_workbook:Binance_HotCold,ETH,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=ETH&rows=36,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
272,cex_por_workbook:Binance_HotCold,HBAR,47,45,94,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=HBAR&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
273,cex_por_workbook:Binance_HotCold,KAIA,26,24,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=KAIA&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
274,cex_por_workbook:Binance_HotCold,KAVAEVM,61,64,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=KAVAEVM&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
275,cex_por_workbook:Binance_HotCold,LINEA,19,17,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=LINEA&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
276,cex_por_workbook:Binance_HotCold,LTC,11,49,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=LTC&rows=18,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
277,cex_por_workbook:Binance_HotCold,MANTA,63,66,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=MANTA&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
278,cex_por_workbook:Binance_HotCold,MATIC,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=MATIC&rows=19,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
279,cex_por_workbook:Binance_HotCold,MTL,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=MTL&rows=1,13,,,Requires manual mapping review
280,cex_por_workbook:Binance_HotCold,NEAR,39,37,60,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=NEAR&rows=19,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
281,cex_por_workbook:Binance_HotCold,OPBNB,66,69,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=OPBNB&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
282,cex_por_workbook:Binance_HotCold,OPTIMISM,6,8,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=OPTIMISM&rows=9,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
283,cex_por_workbook:Binance_HotCold,PLASMA,77,80,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=PLASMA&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
284,cex_por_workbook:Binance_HotCold,RON,67,70,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=RON&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
285,cex_por_workbook:Binance_HotCold,SCROLL,20,18,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=SCROLL&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
286,cex_por_workbook:Binance_HotCold,SEIEVM,68,71,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=SEIEVM&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
287,cex_por_workbook:Binance_HotCold,SOL,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=SOL&rows=19,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
288,cex_por_workbook:Binance_HotCold,SONIC,28,26,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=SONIC&rows=12,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
289,cex_por_workbook:Binance_HotCold,STARKNET,48,46,95,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=STARKNET&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
290,cex_por_workbook:Binance_HotCold,STATEMINT,84,87,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=STATEMINT&rows=8,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
291,cex_por_workbook:Binance_HotCold,SUI,29,27,30,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=SUI&rows=13,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
292,cex_por_workbook:Binance_HotCold,TON,31,29,50,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=TON&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
293,cex_por_workbook:Binance_HotCold,TRX,9,11,21,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=TRX&rows=20,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
294,cex_por_workbook:Binance_HotCold,WLD,73,76,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=WLD&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
295,cex_por_workbook:Binance_HotCold,XLM,44,42,91,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=XLM&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
296,cex_por_workbook:Binance_HotCold,XRP,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=XRP&rows=22,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
297,cex_por_workbook:Binance_HotCold,XTZ,46,44,93,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=XTZ&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
298,cex_por_workbook:Binance_HotCold,ZKSYNCERA,18,16,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Binance_HotCold&distinct_chain=ZKSYNCERA&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
299,cex_por_workbook:Indodax_CMC,Arbitrum,5,7,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Arbitrum&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
300,cex_por_workbook:Indodax_CMC,Bitcoin,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Bitcoin&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
301,cex_por_workbook:Indodax_CMC,Bitcoin Cash,10,48,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Bitcoin%20Cash&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
302,cex_por_workbook:Indodax_CMC,BNB,7,9,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=BNB&rows=11,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
303,cex_por_workbook:Indodax_CMC,Cardano,40,38,71,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Cardano&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
304,cex_por_workbook:Indodax_CMC,Dogecoin,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Dogecoin&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
305,cex_por_workbook:Indodax_CMC,Ethereum,2,4,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Ethereum&rows=18,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
306,cex_por_workbook:Indodax_CMC,Hedera,47,45,94,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Hedera&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
307,cex_por_workbook:Indodax_CMC,Hyperliquid,80,83,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Hyperliquid&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
308,cex_por_workbook:Indodax_CMC,Optimism,6,8,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Optimism&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
309,cex_por_workbook:Indodax_CMC,Polkadot,41,39,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Polkadot&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
310,cex_por_workbook:Indodax_CMC,Polygon,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Polygon&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
311,cex_por_workbook:Indodax_CMC,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Solana&rows=13,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
312,cex_por_workbook:Indodax_CMC,Stellar,44,42,91,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Stellar&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
313,cex_por_workbook:Indodax_CMC,Sui,29,27,30,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=Sui&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
314,cex_por_workbook:Indodax_CMC,TRON,9,11,21,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=TRON&rows=5,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
315,cex_por_workbook:Indodax_CMC,XDC Network,74,77,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=XDC%20Network&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
316,cex_por_workbook:Indodax_CMC,XRP,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Indodax_CMC&distinct_chain=XRP&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
